EDGE_ID,SOURCE_ID,TARGET_ID,REL_TYPE,PROPERTIES_VARIANT,INGESTED_AT
edge-1340,svc:biz-00,sub:biz-00,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376535
edge-1341,svc:biz-00,path:biz-00-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376560
edge-1342,path:biz-00-intended,port:mx304-02:xe-0/1/0,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376584
edge-1343,path:biz-00-intended,port:mx304-02:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376608
edge-1344,path:biz-00-intended,port:mx960-gldt:et-0/0/3,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376632
edge-1345,svc:biz-00,path:biz-00-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376656
edge-1346,path:biz-00-current,port:mx304-02:xe-0/1/0,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376680
edge-1347,path:biz-00-current,port:mx304-02:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376704
edge-1348,path:biz-00-current,port:mx960-gldt:et-0/0/3,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376729
edge-1349,svc:biz-01,sub:biz-01,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376753
edge-1350,svc:biz-01,path:biz-01-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376776
edge-1351,path:biz-01-intended,port:mx304-03:xe-0/1/1,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376800
edge-1352,path:biz-01-intended,port:mx304-03:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376825
edge-1353,path:biz-01-intended,port:mx960-gldt:et-0/0/4,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376849
edge-1354,svc:biz-01,path:biz-01-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376878
edge-1355,path:biz-01-current,port:mx304-03:xe-0/1/1,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376903
edge-1356,path:biz-01-current,port:mx304-03:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.376929
edge-1357,path:biz-01-current,port:mx960-gldt:et-0/0/4,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377009
edge-1358,svc:biz-02,sub:biz-02,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377038
edge-1359,svc:biz-02,path:biz-02-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377061
edge-1360,path:biz-02-intended,port:mx304-04:xe-0/1/2,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377086
edge-1361,path:biz-02-intended,port:mx304-04:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377110
edge-1362,path:biz-02-intended,port:mx960-gldt:et-0/0/5,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377134
edge-1363,svc:biz-02,path:biz-02-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377161
edge-1364,path:biz-02-current,port:mx304-04:xe-0/1/2,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377214
edge-1365,path:biz-02-current,port:mx304-04:et-0/0/2,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377265
edge-1366,path:biz-02-current,port:mx960-gldt:et-0/0/5,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377293
edge-1367,svc:biz-03,sub:biz-03,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377317
edge-1368,svc:biz-03,path:biz-03-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377353
edge-1369,path:biz-03-intended,port:mx304-05:xe-0/1/3,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377380
edge-1370,path:biz-03-intended,port:mx304-05:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377404
edge-1371,path:biz-03-intended,port:mx960-gldt:et-0/0/6,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377427
edge-1372,svc:biz-03,path:biz-03-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377450
edge-1373,path:biz-03-current,port:mx304-05:xe-0/1/3,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377474
edge-1374,path:biz-03-current,port:mx304-05:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377497
edge-1375,path:biz-03-current,port:mx960-gldt:et-0/0/6,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377520
edge-1376,svc:biz-04,sub:biz-04,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377543
edge-1377,svc:biz-04,path:biz-04-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377572
edge-1378,path:biz-04-intended,port:mx304-06:xe-0/1/4,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377596
edge-1379,path:biz-04-intended,port:mx304-06:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377624
edge-1380,path:biz-04-intended,port:mx960-gldt:et-0/0/7,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377649
edge-1381,svc:biz-04,path:biz-04-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377672
edge-1382,path:biz-04-current,port:mx304-06:xe-0/1/4,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377695
edge-1383,path:biz-04-current,port:mx304-06:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377719
edge-1384,path:biz-04-current,port:mx960-gldt:et-0/0/7,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377742
edge-1385,svc:biz-05,sub:biz-05,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377765
edge-1386,svc:biz-05,path:biz-05-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377788
edge-1387,path:biz-05-intended,port:mx304-07:xe-0/1/5,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377812
edge-1388,path:biz-05-intended,port:mx304-07:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377840
edge-1389,path:biz-05-intended,port:mx960-gldt:et-0/0/8,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377864
edge-1390,svc:biz-05,path:biz-05-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377887
edge-1391,path:biz-05-current,port:mx304-07:xe-0/1/5,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377911
edge-1392,path:biz-05-current,port:mx304-07:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377934
edge-1393,path:biz-05-current,port:mx960-gldt:et-0/0/8,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.377997
edge-1394,svc:biz-06,sub:biz-06,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378021
edge-1395,svc:biz-06,path:biz-06-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378045
edge-1396,path:biz-06-intended,port:mx304-08:xe-0/1/6,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378069
edge-1397,path:biz-06-intended,port:mx304-08:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378102
edge-1398,path:biz-06-intended,port:mx960-gldt:et-0/0/9,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378126
edge-1399,svc:biz-06,path:biz-06-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378150
edge-1400,path:biz-06-current,port:mx304-08:xe-0/1/6,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378177
edge-1401,path:biz-06-current,port:mx304-08:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378201
edge-1402,path:biz-06-current,port:mx960-gldt:et-0/0/9,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378225
edge-1403,svc:biz-07,sub:biz-07,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378248
edge-1404,svc:biz-07,path:biz-07-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378272
edge-1405,path:biz-07-intended,port:mx304-09:xe-0/1/7,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378296
edge-1406,path:biz-07-intended,port:mx304-09:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378349
edge-1407,path:biz-07-intended,port:mx960-gldt:et-0/0/10,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378373
edge-1408,svc:biz-07,path:biz-07-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378396
edge-1409,path:biz-07-current,port:mx304-09:xe-0/1/7,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378420
edge-1410,path:biz-07-current,port:mx304-09:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378443
edge-1411,path:biz-07-current,port:mx960-gldt:et-0/0/10,TRAVERSES,"{""seq"": 2, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378467
edge-1412,svc:res-00,sub:olt-xg01-0-00,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378490
edge-1413,svc:res-00,path:res-00-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378513
edge-1414,path:res-00-intended,port:olt-xg01:x1/0,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378537
edge-1415,path:res-00-intended,port:mx960-gldt:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378561
edge-1416,svc:res-00,path:res-00-current,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378589
edge-1417,path:res-00-current,port:olt-xg01:x1/0,TRAVERSES,"{""seq"": 0, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378613
edge-1418,path:res-00-current,port:mx960-gldt:et-0/0/0,TRAVERSES,"{""seq"": 1, ""direction"": ""a_to_z"", ""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378637
edge-1419,svc:res-01,sub:olt-xg01-0-01,DELIVERED_TO,"{""source"": ""billing"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378660
edge-1420,svc:res-01,path:res-01-intended,REALIZED_BY,"{""source"": ""derived"", ""method"": ""computed"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.378683
